PlantID,PlantCharacteristicName,PlantCharacteristicValue,PlantCharacteristicCategory,CultivarName,SynonymName
61598,Foliage Color,Green,Morphology/Physiology,,
61598,Foliage Porosity Summer,Moderate,Morphology/Physiology,,
61598,Foliage Porosity Winter,Porous,Morphology/Physiology,,
61598,Foliage Texture,Medium,Morphology/Physiology,,
61598,Fruit/Seed Color,Brown,Morphology/Physiology,,
61598,Fruit/Seed Conspicuous,No,Morphology/Physiology,,
61598,Growth Form,Rhizomatous,Morphology/Physiology,,
61598,Growth Rate,Moderate,Morphology/Physiology,,
61598,"Height, Mature (feet)",1.0,Morphology/Physiology,,
61598,Known Allelopath,No,Morphology/Physiology,,
61598,Leaf Retention,No,Morphology/Physiology,,
61598,Lifespan,Moderate,Morphology/Physiology,,
61598,Low Growing Grass,No,Morphology/Physiology,,
61598,Nitrogen Fixation,None,Morphology/Physiology,,
61598,Resprout Ability,No,Morphology/Physiology,,
61598,Shape and Orientation,Erect,Morphology/Physiology,,
61598,Toxicity,None,Morphology/Physiology,,
61598,Adapted to Coarse Textured Soils,Yes,Growth Requirements,,
61598,Adapted to Fine Textured Soils,Yes,Growth Requirements,,
61598,Adapted to Medium Textured Soils,Yes,Growth Requirements,,
61598,Anaerobic Tolerance,Low,Growth Requirements,,
61598,CaCO3 Tolerance,Medium,Growth Requirements,,
61598,Cold Stratification Required,No,Growth Requirements,,
61598,Drought Tolerance,None,Growth Requirements,,
61598,Fertility Requirement,Medium,Growth Requirements,,
61598,Fire Tolerance,Low,Growth Requirements,,
61598,"Frost Free Days, Minimum",80,Growth Requirements,,
61598,Hedge Tolerance,None,Growth Requirements,,
61598,Moisture Use,High,Growth Requirements,,
61598,"pH, Maximum",9.0,Growth Requirements,,
61598,"pH, Minimum",6.5,Growth Requirements,,
61598,"Planting Density per Acre, Maximum",4800,Growth Requirements,,
61598,"Planting Density per Acre, Minimum",2700,Growth Requirements,,
61598,"Precipitation, Maximum",30,Growth Requirements,,
61598,"Precipitation, Minimum",12,Growth Requirements,,
61598,"Root Depth, Minimum (inches)",14,Growth Requirements,,
61598,Salinity Tolerance,Medium,Growth Requirements,,
61598,Shade Tolerance,Intolerant,Growth Requirements,,
61598,"Temperature, Minimum (°F)",-38,Growth Requirements,,
61598,Bloom Period,Mid Spring,Reproduction,,
61598,Commercial Availability,No Known Source,Reproduction,,
61598,Fruit/Seed Abundance,Medium,Reproduction,,
61598,Fruit/Seed Period Begin,Summer,Reproduction,,
61598,Fruit/Seed Period End,Summer,Reproduction,,
61598,Fruit/Seed Persistence,No,Reproduction,,
61598,Propagated by Bare Root,No,Reproduction,,
61598,Propagated by Bulb,No,Reproduction,,
61598,Propagated by Container,No,Reproduction,,
61598,Propagated by Corm,No,Reproduction,,
61598,Propagated by Cuttings,No,Reproduction,,
61598,Propagated by Seed,Yes,Reproduction,,
61598,Propagated by Sod,No,Reproduction,,
61598,Propagated by Sprigs,Yes,Reproduction,,
61598,Propagated by Tubers,No,Reproduction,,
61598,Seed per Pound,125000,Reproduction,,
61598,Seed Spread Rate,Slow,Reproduction,,
61598,Seedling Vigor,Medium,Reproduction,,
61598,Small Grain,No,Reproduction,,
61598,Vegetative Spread Rate,Moderate,Reproduction,,
61598,Berry/Nut/Seed Product,No,Suitability/Use,,
61598,Christmas Tree Product,No,Suitability/Use,,
61598,Fodder Product,No,Suitability/Use,,
61598,Lumber Product,No,Suitability/Use,,
61598,Naval Store Product,No,Suitability/Use,,
61598,Nursery Stock Product,No,Suitability/Use,,
61598,Palatable Human,No,Suitability/Use,,
61598,Post Product,No,Suitability/Use,,
61598,Pulpwood Product,No,Suitability/Use,,
61598,Veneer Product,No,Suitability/Use,,
67416,Active Growth Period,Spring and Summer,Morphology/Physiology,Imperial,
67416,Active Growth Period,Spring and Summer,Morphology/Physiology,Noreaster,
67416,Active Growth Period,Spring and Summer,Morphology/Physiology,Robusta,
67416,Active Growth Period,Spring and Summer,Morphology/Physiology,Tower,
67416,Bloat,None,Morphology/Physiology,Imperial,
67416,Bloat,None,Morphology/Physiology,Noreaster,
67416,Bloat,None,Morphology/Physiology,Robusta,
67416,Bloat,None,Morphology/Physiology,Tower,
67416,C:N Ratio,High,Morphology/Physiology,Imperial,
67416,C:N Ratio,High,Morphology/Physiology,Noreaster,
67416,C:N Ratio,High,Morphology/Physiology,Robusta,
67416,C:N Ratio,High,Morphology/Physiology,Tower,
67416,Coppice Potential,Yes,Morphology/Physiology,Imperial,
67416,Coppice Potential,Yes,Morphology/Physiology,Noreaster,
67416,Coppice Potential,Yes,Morphology/Physiology,Robusta,
67416,Coppice Potential,Yes,Morphology/Physiology,Tower,
67416,Fall Conspicuous,No,Morphology/Physiology,Imperial,
67416,Fall Conspicuous,No,Morphology/Physiology,Noreaster,
67416,Fall Conspicuous,No,Morphology/Physiology,Robusta,
67416,Fall Conspicuous,No,Morphology/Physiology,Tower,
67416,Fire Resistant,No,Morphology/Physiology,Imperial,
67416,Fire Resistant,No,Morphology/Physiology,Noreaster,
67416,Fire Resistant,No,Morphology/Physiology,Robusta,
67416,Fire Resistant,No,Morphology/Physiology,Tower,
67416,Flower Color,Yellow,Morphology/Physiology,Imperial,
67416,Flower Color,Yellow,Morphology/Physiology,Noreaster,
67416,Flower Color,Yellow,Morphology/Physiology,Robusta,
67416,Flower Color,Yellow,Morphology/Physiology,Tower,
67416,Flower Conspicuous,No,Morphology/Physiology,Imperial,
67416,Flower Conspicuous,No,Morphology/Physiology,Noreaster,
67416,Flower Conspicuous,No,Morphology/Physiology,Robusta,
67416,Flower Conspicuous,No,Morphology/Physiology,Tower,
67416,Foliage Color,Green,Morphology/Physiology,Imperial,
67416,Foliage Color,Green,Morphology/Physiology,Noreaster,
67416,Foliage Color,Green,Morphology/Physiology,Robusta,
67416,Foliage Color,Green,Morphology/Physiology,Tower,
67416,Foliage Porosity Summer,Dense,Morphology/Physiology,Imperial,
67416,Foliage Porosity Summer,Dense,Morphology/Physiology,Noreaster,
67416,Foliage Porosity Summer,Dense,Morphology/Physiology,Robusta,
67416,Foliage Porosity Summer,Dense,Morphology/Physiology,Tower,
67416,Foliage Porosity Winter,Porous,Morphology/Physiology,Imperial,
67416,Foliage Porosity Winter,Porous,Morphology/Physiology,Noreaster,
67416,Foliage Porosity Winter,Porous,Morphology/Physiology,Robusta,
67416,Foliage Porosity Winter,Porous,Morphology/Physiology,Tower,
67416,Foliage Texture,Coarse,Morphology/Physiology,Imperial,
67416,Foliage Texture,Coarse,Morphology/Physiology,Noreaster,
67416,Foliage Texture,Coarse,Morphology/Physiology,Robusta,
67416,Foliage Texture,Coarse,Morphology/Physiology,Tower,
67416,Fruit/Seed Color,White,Morphology/Physiology,Imperial,
67416,Fruit/Seed Color,White,Morphology/Physiology,Noreaster,
67416,Fruit/Seed Color,White,Morphology/Physiology,Robusta,
67416,Fruit/Seed Color,White,Morphology/Physiology,Tower,
67416,Fruit/Seed Conspicuous,No,Morphology/Physiology,Imperial,
67416,Fruit/Seed Conspicuous,No,Morphology/Physiology,Robusta,
67416,Fruit/Seed Conspicuous,No,Morphology/Physiology,Tower,
67416,Fruit/Seed Conspicuous,Yes,Morphology/Physiology,Noreaster,
67416,Growth Form,Single Stem,Morphology/Physiology,Imperial,
67416,Growth Form,Single Stem,Morphology/Physiology,Noreaster,
67416,Growth Form,Single Stem,Morphology/Physiology,Robusta,
67416,Growth Form,Single Stem,Morphology/Physiology,Tower,
67416,Growth Rate,Rapid,Morphology/Physiology,Imperial,
67416,Growth Rate,Rapid,Morphology/Physiology,Noreaster,
67416,Growth Rate,Rapid,Morphology/Physiology,Robusta,
67416,Growth Rate,Rapid,Morphology/Physiology,Tower,
67416,"Height at 20 Years, Maximum (feet)",70,Morphology/Physiology,Noreaster,
67416,"Height at 20 Years, Maximum (feet)",70,Morphology/Physiology,Robusta,
67416,"Height at 20 Years, Maximum (feet)",70,Morphology/Physiology,Tower,
67416,"Height at 20 Years, Maximum (feet)",80,Morphology/Physiology,Imperial,
67416,"Height, Mature (feet)",110.0,Morphology/Physiology,Imperial,
67416,"Height, Mature (feet)",110.0,Morphology/Physiology,Tower,
67416,"Height, Mature (feet)",120.0,Morphology/Physiology,Noreaster,
67416,"Height, Mature (feet)",120.0,Morphology/Physiology,Robusta,
67416,Known Allelopath,No,Morphology/Physiology,Imperial,
67416,Known Allelopath,No,Morphology/Physiology,Noreaster,
67416,Known Allelopath,No,Morphology/Physiology,Robusta,
67416,Known Allelopath,No,Morphology/Physiology,Tower,
67416,Leaf Retention,No,Morphology/Physiology,Imperial,
67416,Leaf Retention,No,Morphology/Physiology,Noreaster,
67416,Leaf Retention,No,Morphology/Physiology,Robusta,
67416,Leaf Retention,No,Morphology/Physiology,Tower,
67416,Lifespan,Short,Morphology/Physiology,Imperial,
67416,Lifespan,Short,Morphology/Physiology,Noreaster,
67416,Lifespan,Short,Morphology/Physiology,Robusta,
67416,Lifespan,Short,Morphology/Physiology,Tower,
67416,Low Growing Grass,No,Morphology/Physiology,Imperial,
67416,Low Growing Grass,No,Morphology/Physiology,Noreaster,
67416,Low Growing Grass,No,Morphology/Physiology,Robusta,
67416,Low Growing Grass,No,Morphology/Physiology,Tower,
67416,Nitrogen Fixation,None,Morphology/Physiology,Imperial,
67416,Nitrogen Fixation,None,Morphology/Physiology,Noreaster,
67416,Nitrogen Fixation,None,Morphology/Physiology,Robusta,
67416,Nitrogen Fixation,None,Morphology/Physiology,Tower,
67416,Resprout Ability,Yes,Morphology/Physiology,Imperial,
67416,Resprout Ability,Yes,Morphology/Physiology,Noreaster,
67416,Resprout Ability,Yes,Morphology/Physiology,Robusta,
67416,Resprout Ability,Yes,Morphology/Physiology,Tower,
67416,Shape and Orientation,Erect,Morphology/Physiology,Imperial,
67416,Shape and Orientation,Erect,Morphology/Physiology,Noreaster,
67416,Shape and Orientation,Erect,Morphology/Physiology,Robusta,
67416,Shape and Orientation,Erect,Morphology/Physiology,Tower,
67416,Toxicity,None,Morphology/Physiology,Imperial,
67416,Toxicity,None,Morphology/Physiology,Noreaster,
67416,Toxicity,None,Morphology/Physiology,Robusta,
67416,Toxicity,None,Morphology/Physiology,Tower,
67416,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Imperial,
67416,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Noreaster,
67416,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Robusta,
67416,Adapted to Coarse Textured Soils,Yes,Growth Requirements,Tower,
67416,Adapted to Fine Textured Soils,Yes,Growth Requirements,Imperial,
67416,Adapted to Fine Textured Soils,Yes,Growth Requirements,Noreaster,
67416,Adapted to Fine Textured Soils,Yes,Growth Requirements,Robusta,
67416,Adapted to Fine Textured Soils,Yes,Growth Requirements,Tower,
67416,Adapted to Medium Textured Soils,Yes,Growth Requirements,Imperial,
67416,Adapted to Medium Textured Soils,Yes,Growth Requirements,Noreaster,
67416,Adapted to Medium Textured Soils,Yes,Growth Requirements,Robusta,
67416,Adapted to Medium Textured Soils,Yes,Growth Requirements,Tower,
67416,Anaerobic Tolerance,Low,Growth Requirements,Imperial,
67416,Anaerobic Tolerance,Low,Growth Requirements,Tower,
67416,Anaerobic Tolerance,Medium,Growth Requirements,Noreaster,
67416,Anaerobic Tolerance,Medium,Growth Requirements,Robusta,
67416,CaCO3 Tolerance,Medium,Growth Requirements,Imperial,
67416,CaCO3 Tolerance,Medium,Growth Requirements,Noreaster,
67416,CaCO3 Tolerance,Medium,Growth Requirements,Robusta,
67416,CaCO3 Tolerance,Medium,Growth Requirements,Tower,
67416,Cold Stratification Required,No,Growth Requirements,Imperial,
67416,Cold Stratification Required,No,Growth Requirements,Noreaster,
67416,Cold Stratification Required,No,Growth Requirements,Robusta,
67416,Cold Stratification Required,No,Growth Requirements,Tower,
67416,Drought Tolerance,Medium,Growth Requirements,Imperial,
67416,Drought Tolerance,Medium,Growth Requirements,Noreaster,
67416,Drought Tolerance,Medium,Growth Requirements,Robusta,
67416,Drought Tolerance,Medium,Growth Requirements,Tower,
67416,Fertility Requirement,Medium,Growth Requirements,Imperial,
67416,Fertility Requirement,Medium,Growth Requirements,Noreaster,
67416,Fertility Requirement,Medium,Growth Requirements,Robusta,
67416,Fertility Requirement,Medium,Growth Requirements,Tower,
67416,Fire Tolerance,High,Growth Requirements,Imperial,
67416,Fire Tolerance,High,Growth Requirements,Noreaster,
67416,Fire Tolerance,High,Growth Requirements,Robusta,
67416,Fire Tolerance,High,Growth Requirements,Tower,
67416,"Frost Free Days, Minimum",70,Growth Requirements,Robusta,
67416,"Frost Free Days, Minimum",90,Growth Requirements,Imperial,
67416,"Frost Free Days, Minimum",90,Growth Requirements,Noreaster,
67416,"Frost Free Days, Minimum",90,Growth Requirements,Tower,
67416,Hedge Tolerance,Medium,Growth Requirements,Imperial,
67416,Hedge Tolerance,Medium,Growth Requirements,Noreaster,
67416,Hedge Tolerance,Medium,Growth Requirements,Robusta,
67416,Hedge Tolerance,Medium,Growth Requirements,Tower,
67416,Moisture Use,High,Growth Requirements,Imperial,
67416,Moisture Use,High,Growth Requirements,Noreaster,
67416,Moisture Use,High,Growth Requirements,Robusta,
67416,Moisture Use,High,Growth Requirements,Tower,
67416,"pH, Maximum",7.0,Growth Requirements,Imperial,
67416,"pH, Maximum",7.0,Growth Requirements,Noreaster,
67416,"pH, Maximum",7.0,Growth Requirements,Robusta,
67416,"pH, Maximum",7.0,Growth Requirements,Tower,
67416,"pH, Minimum",4.7,Growth Requirements,Imperial,
67416,"pH, Minimum",4.7,Growth Requirements,Tower,
67416,"pH, Minimum",5.1,Growth Requirements,Noreaster,
67416,"pH, Minimum",5.1,Growth Requirements,Robusta,
67416,"Planting Density per Acre, Maximum",1200,Growth Requirements,Imperial,
67416,"Planting Density per Acre, Maximum",1200,Growth Requirements,Tower,
67416,"Planting Density per Acre, Maximum",800,Growth Requirements,Noreaster,
67416,"Planting Density per Acre, Maximum",800,Growth Requirements,Robusta,
67416,"Planting Density per Acre, Minimum",300,Growth Requirements,Imperial,
67416,"Planting Density per Acre, Minimum",300,Growth Requirements,Noreaster,
67416,"Planting Density per Acre, Minimum",300,Growth Requirements,Robusta,
67416,"Planting Density per Acre, Minimum",300,Growth Requirements,Tower,
67416,"Precipitation, Maximum",55,Growth Requirements,Imperial,
67416,"Precipitation, Maximum",55,Growth Requirements,Noreaster,
67416,"Precipitation, Maximum",55,Growth Requirements,Robusta,
67416,"Precipitation, Maximum",55,Growth Requirements,Tower,
67416,"Precipitation, Minimum",20,Growth Requirements,Noreaster,
67416,"Precipitation, Minimum",20,Growth Requirements,Robusta,
67416,"Precipitation, Minimum",35,Growth Requirements,Imperial,
67416,"Precipitation, Minimum",35,Growth Requirements,Tower,
67416,"Root Depth, Minimum (inches)",24,Growth Requirements,Imperial,
67416,"Root Depth, Minimum (inches)",24,Growth Requirements,Noreaster,
67416,"Root Depth, Minimum (inches)",24,Growth Requirements,Robusta,
67416,"Root Depth, Minimum (inches)",24,Growth Requirements,Tower,
67416,Salinity Tolerance,Low,Growth Requirements,Imperial,
67416,Salinity Tolerance,Low,Growth Requirements,Tower,
67416,Salinity Tolerance,Medium,Growth Requirements,Noreaster,
67416,Salinity Tolerance,Medium,Growth Requirements,Robusta,
67416,Shade Tolerance,Intolerant,Growth Requirements,Imperial,
67416,Shade Tolerance,Intolerant,Growth Requirements,Noreaster,
67416,Shade Tolerance,Intolerant,Growth Requirements,Robusta,
67416,Shade Tolerance,Intolerant,Growth Requirements,Tower,
67416,"Temperature, Minimum (°F)",-38,Growth Requirements,Robusta,
67416,"Temperature, Minimum (°F)",-43,Growth Requirements,Imperial,
67416,"Temperature, Minimum (°F)",-43,Growth Requirements,Noreaster,
67416,"Temperature, Minimum (°F)",-43,Growth Requirements,Tower,
67416,Bloom Period,Early Spring,Reproduction,Noreaster,
67416,Commercial Availability,Routinely Available,Reproduction,Imperial,
67416,Commercial Availability,Routinely Available,Reproduction,Noreaster,
67416,Commercial Availability,Routinely Available,Reproduction,Robusta,
67416,Commercial Availability,Routinely Available,Reproduction,Tower,
67416,Fruit/Seed Abundance,Medium,Reproduction,Noreaster,
67416,Fruit/Seed Period Begin,Spring,Reproduction,Noreaster,
67416,Fruit/Seed Period End,Spring,Reproduction,Noreaster,
67416,Fruit/Seed Persistence,No,Reproduction,Imperial,
67416,Fruit/Seed Persistence,No,Reproduction,Noreaster,
67416,Fruit/Seed Persistence,No,Reproduction,Robusta,
67416,Fruit/Seed Persistence,No,Reproduction,Tower,
67416,Propagated by Bare Root,Yes,Reproduction,Imperial,
67416,Propagated by Bare Root,Yes,Reproduction,Noreaster,
67416,Propagated by Bare Root,Yes,Reproduction,Robusta,
67416,Propagated by Bare Root,Yes,Reproduction,Tower,
67416,Propagated by Bulb,No,Reproduction,Imperial,
67416,Propagated by Bulb,No,Reproduction,Noreaster,
67416,Propagated by Bulb,No,Reproduction,Robusta,
67416,Propagated by Bulb,No,Reproduction,Tower,
67416,Propagated by Container,Yes,Reproduction,Imperial,
67416,Propagated by Container,Yes,Reproduction,Noreaster,
67416,Propagated by Container,Yes,Reproduction,Robusta,
67416,Propagated by Container,Yes,Reproduction,Tower,
67416,Propagated by Corm,No,Reproduction,Imperial,
67416,Propagated by Corm,No,Reproduction,Noreaster,
67416,Propagated by Corm,No,Reproduction,Robusta,
67416,Propagated by Corm,No,Reproduction,Tower,
67416,Propagated by Cuttings,Yes,Reproduction,Imperial,
67416,Propagated by Cuttings,Yes,Reproduction,Noreaster,
67416,Propagated by Cuttings,Yes,Reproduction,Robusta,
67416,Propagated by Cuttings,Yes,Reproduction,Tower,
67416,Propagated by Seed,No,Reproduction,Imperial,
67416,Propagated by Seed,No,Reproduction,Noreaster,
67416,Propagated by Seed,No,Reproduction,Robusta,
67416,Propagated by Seed,No,Reproduction,Tower,
67416,Propagated by Sod,No,Reproduction,Imperial,
67416,Propagated by Sod,No,Reproduction,Noreaster,
67416,Propagated by Sod,No,Reproduction,Robusta,
67416,Propagated by Sod,No,Reproduction,Tower,
67416,Propagated by Sprigs,No,Reproduction,Imperial,
67416,Propagated by Sprigs,No,Reproduction,Noreaster,
67416,Propagated by Sprigs,No,Reproduction,Robusta,
67416,Propagated by Sprigs,No,Reproduction,Tower,
67416,Propagated by Tubers,No,Reproduction,Imperial,
67416,Propagated by Tubers,No,Reproduction,Noreaster,
67416,Propagated by Tubers,No,Reproduction,Robusta,
67416,Propagated by Tubers,No,Reproduction,Tower,
67416,Seed Spread Rate,None,Reproduction,Noreaster,
67416,Seedling Vigor,Medium,Reproduction,Noreaster,
67416,Small Grain,No,Reproduction,Imperial,
67416,Small Grain,No,Reproduction,Noreaster,
67416,Small Grain,No,Reproduction,Robusta,
67416,Small Grain,No,Reproduction,Tower,
67416,Vegetative Spread Rate,Slow,Reproduction,Imperial,
67416,Vegetative Spread Rate,Slow,Reproduction,Noreaster,
67416,Vegetative Spread Rate,Slow,Reproduction,Robusta,
